celebrity,season,placement,celebrity_industry,celebrity_homecountry/region,Week1_Feasible_Width,Week1_IQR,Week1_Relative_Uncertainty,Week2_Feasible_Width,Week2_IQR,Week2_Relative_Uncertainty,Week3_Feasible_Width,Week3_IQR,Week3_Relative_Uncertainty,Week4_Feasible_Width,Week4_IQR,Week4_Relative_Uncertainty,Week5_Feasible_Width,Week5_IQR,Week5_Relative_Uncertainty,Week6_Feasible_Width,Week6_IQR,Week6_Relative_Uncertainty,Week7_Feasible_Width,Week7_IQR,Week7_Relative_Uncertainty,Week8_Feasible_Width,Week8_IQR,Week8_Relative_Uncertainty,Week9_Feasible_Width,Week9_IQR,Week9_Relative_Uncertainty,Week10_Feasible_Width,Week10_IQR,Week10_Relative_Uncertainty,Week11_Feasible_Width,Week11_IQR,Week11_Relative_Uncertainty
Jennie Garth,5,4,Actor/Actress,United States,0.211659152,0.0643731302830772,0.7725008626651281,0.213425378,0.0654866952695988,0.742466371964444,0.253130575,0.0688408321545438,0.7105250140977555,0.506405256,0.0712201864716411,0.6831221591270052,0.209031226,0.0749522473538798,0.6620301704905044,0.340730741,0.0805641691963534,0.6454804982003889,0.501597564,0.08507379932105809,0.5922073230286633,0.263292985,0.09360524044409561,0.5797237177270219,0.339024672,0.1010067575393066,0.5166836795372917,,,,,,
Floyd Mayweather Jr. ,5,9,Athlete,United States,0.106095925,0.038490858591898804,0.5858933277257914,0.213425378,0.04010016522471319,0.5748523553903608,0.142233164,0.042223280432905706,0.5456735569076189,0.139942265,0.044176288321984794,0.5296341160083804,,,,,,,,,,,,,,,,,,,,,
Josie Maran,5,12,Model,United States,0.104379024,0.035899510788409,0.5868543684744097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Reed,5,11,Model,United States,0.211659152,0.059221382442282006,0.6349942193312911,0.213425378,0.06092968308067338,0.6173732957904566,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helio Castroneves,5,1,Racing Driver,Brazil,0.501940525,0.0934980520808551,0.924861374992406,0.93159356,0.09629375621685601,0.9014246651984263,0.175718884,0.0990874368813753,0.8458311485123644,0.506405256,0.10440638960022611,0.8345838964328461,0.182559564,0.1081654144385449,0.8025719551990297,0.505550556,0.11329762639861911,0.7704895420874253,0.336528462,0.1199797626313072,0.7163819456890297,0.816710038,0.12842408713183262,0.6889552101718,1.0,0.14133970308778887,0.6310151081378803,0.502095636,0.1481544323471331,0.540269657256028,,,
Mel B,5,2,Singer/Rapper,England,0.337214384,0.17839123263379011,0.728241185681888,0.258388361,0.1830726291371696,0.7147937883379679,1.0,0.19275723283103371,0.6997013887690889,0.205972906,0.20004586391245968,0.6868740101606838,0.895701143,0.20697703009670998,0.6681373376091124,0.880926667,0.21304918057077543,0.6373633920917354,0.83972359,0.22599630878473442,0.6066893111939754,0.501896141,0.23422550758058946,0.5749337854952469,1.0,0.24510316145218963,0.5177565340900022,0.69046556,0.25711835428728874,0.4594009535022199,,,
Wayne Newton,5,10,Singer/Rapper,United States,0.112824467,0.038201968467537595,0.5992063904043541,0.118766608,0.04018168364965959,0.5924920887006986,0.124648192,0.0433855026612512,0.5821990114359838,,,,,,,,,,,,,,,,,,,,,,,,
Marie Osmond,5,3,Singer/Rapper,United States,0.211659152,0.0769686685796726,0.9196019174590909,0.340326134,0.07993723065400961,0.9030523359499929,0.253130575,0.0847375446627327,0.870501031518071,0.205972906,0.0874282211747775,0.8362878676212034,0.165085556,0.09199336146193451,0.8124690161617091,0.185166852,0.0950696969458931,0.7673599768304782,0.336528462,0.1034613354358467,0.7331946797081187,0.213668213,0.1095095533694752,0.6926601239918359,0.260671261,0.12141723076173616,0.6382863761183423,0.376739848,0.1359718096685086,0.5794533391850283,,,
Mark Cuban,5,8,TV Personality,United States,0.211659152,0.0427673109562203,0.5953210591064663,0.118048227,0.044487810766779996,0.5826222678734476,0.130139791,0.0478914710542056,0.5704314873525096,0.128182906,0.04946674271603571,0.5483269137480646,0.165085556,0.052447791631317506,0.5354890581078631,,,,,,,,,,,,,,,,,,
Cristian de la Fuente,6,3,Actor/Actress,Chile,0.176253861,0.078708476713161,0.9605090146287858,0.13957019,0.078708476713161,0.9605090146287858,0.337709298,0.08391399039497159,0.905376885637063,0.258876389,0.0879768305008609,0.8648425835066054,0.215290122,0.0918649836943382,0.8330140825469475,0.340730741,0.09685324809875781,0.8040878190867287,0.184447686,0.1010769562962487,0.7534250853262299,0.813463146,0.1076851551645665,0.6974285225109739,0.502267727,0.11486830851835911,0.6096381313546654,0.358964359,0.12362654128292891,0.5431959993287213,,,
Steve Guttenberg,6,10,Actor/Actress,United States,0.142984115,0.0475590293813694,0.5739784077957194,0.114215394,0.0475590293813694,0.5739784077957194,0.18126155,0.0518571131762582,0.553791317684276,,,,,,,,,,,,,,,,,,,,,,,,
Priscilla Presley,6,8,Actor/Actress,United States,0.50616784,0.040583879083788604,0.6227564861896527,0.181565694,0.040583879083788604,0.6227564861896527,0.502187982,0.04372933794468099,0.5834204198752121,0.141646667,0.046867309664340794,0.5622444324340007,0.142830893,0.04832628671915759,0.5324438774863427,,,,,,,,,,,,,,,,,,
Marlee Matlin,6,7,Actor/Actress,United States,0.259249259,0.0429657228413717,0.623545227031837,0.257769601,0.0429657228413717,0.623545227031837,0.18126155,0.046797861583359,0.5880769136495224,0.214204222,0.05004398630180559,0.5712500636272194,0.158143265,0.052590659628913,0.5507350250553708,0.169024762,0.05621747310569021,0.5357720885217234,,,,,,,,,,,,,,,
Shannon Elizabeth,6,6,Actor/Actress,United States,0.176253861,0.057659186432224105,0.6894359007752674,0.257769601,0.057659186432224105,0.6894359007752674,0.256563947,0.06182333515820129,0.6460226813945523,0.33628963,0.06584878494834082,0.6256455850902284,0.215290122,0.0689840687490005,0.602048852312006,0.216646667,0.0722013781638287,0.5756718612664593,0.256457492,0.0794524360130271,0.56952364169586,,,,,,,,,,,,
Marissa Jaret Winokur,6,4,Actor/Actress,United States,0.142984115,0.05379055156068441,0.7638951383030067,0.181565694,0.05379055156068441,0.7638951383030067,0.116642667,0.059318339214090104,0.73519514862532,0.214204222,0.0617890696099068,0.6989111350194768,0.264020612,0.0646734872253697,0.6719146042673453,0.259707222,0.0700964407163924,0.6614678124513163,0.338717077,0.0737054180945396,0.6205026085511395,0.212714082,0.0796592131125988,0.5736143323505448,0.263621364,0.0930074354419132,0.5460317423857278,,,,,,
Jason Taylor,6,2,Athlete,United States,0.259249259,0.0986530311887967,0.9164360657287158,1.0,0.0986530311887967,0.9164360657287158,0.20875193,0.1058344087059445,0.8687082869838405,1.0,0.1092218165030709,0.825464278414586,0.505097041,0.11307242688360819,0.7911916849253597,0.216646667,0.11629223662574129,0.7480164466697626,0.844638528,0.1265882144162646,0.7399387132153407,0.258411966,0.12986525227215648,0.6628398883195309,0.337868788,0.1475634762488289,0.6299537573257461,0.50887074,0.16037178517666237,0.5753854319574873,,,
Kristi Yamaguchi,6,1,Athlete,United States,0.944413611,0.16531124222274202,0.6873252473781056,1.0,0.16531124222274202,0.6873252473781056,0.918385053,0.17668602713113218,0.6628618620532281,1.0,0.18042268394723382,0.6295903064862923,0.897935434,0.18581798745175507,0.6081383597081778,0.880925238,0.19578861412721407,0.5962020308782643,0.501613123,0.20215965463790928,0.5654669452315131,0.503740318,0.21072809550300547,0.5258808340664191,0.759075909,0.2184305997640968,0.46739309359918263,0.688352919,0.23666990945165545,0.43670301085692337,,,
Monica Seles,6,11,Athlete,Yugoslavia,0.114446296,0.0338369581924401,0.5172211802439068,0.108255075,0.0338369581924401,0.5172211802439068,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penn Jillette,6,12,Magician,United States,0.1217857,0.0396476802336209,0.5914416631931511,0.121755883,0.0396476802336209,0.5914416631931511,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Carolla,6,9,Radio Personality,United States,0.114446296,0.040386962354732305,0.6201568775492979,0.127512214,0.040386962354732305,0.6201568775492979,0.18126155,0.04467050101027511,0.5986365541472259,0.137751111,0.0479034662714566,0.5813840836189795,,,,,,,,,,,,,,,,,,,,,
Mario,6,5,Singer/Rapper,United States,0.50616784,0.06478102481991609,0.6777635841739521,0.3359207,0.06478102481991609,0.6777635841739521,0.18126155,0.0702419876618092,0.6440511823219112,0.214204222,0.07468076808494159,0.6271172067742029,0.505097041,0.07839367822531008,0.6086948398145807,0.505550556,0.0819331670951267,0.5807700368907502,0.256457492,0.0862371867051811,0.5492793125503256,0.34081397,0.0953908416152271,0.5263936579948859,,,,,,,,,
Ted McGinley,7,12,Actor/Actress,United States,0.135633433,0.0400672476315664,0.5690400699279693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloris Leachman,7,7,Actor/Actress,United States,0.099168016,0.0479998743793548,0.6926138019432977,0.11390397,0.050921854293455394,0.6517623235089599,0.141791323,0.0562492814556672,0.6057061771784148,0.210819438,0.0562492814556672,0.6057061771784148,0.162614505,0.0586674663360571,0.5837285236370479,0.19194,0.0619685252759538,0.5519975560126924,,,,,,,,,,,,,,,
Susan Lucci,7,6,Actor/Actress,United States,0.135633433,0.05318637567636,0.6669225159920646,0.259037274,0.058550456343898404,0.6508636302318896,0.180048668,0.06437430576940262,0.5959973039200201,0.339894811,0.06437430576940262,0.5959973039200201,0.221518462,0.06851114172693909,0.5871374544966476,0.2640475,0.07279934892955241,0.5603105002114606,0.263595442,0.0777265335869684,0.5359743557678769,,,,,,,,,,,,
Cody Linley,7,4,Actor/Actress,United States,0.17226836,0.058712575785952695,0.8901570268712004,0.259037274,0.06351845414634069,0.8445586996119953,0.180048668,0.07076756307230012,0.7761459681637234,0.25860819,0.07076756307230012,0.7761459681637234,0.502559103,0.0737073709706377,0.7456696056437342,0.2640475,0.0775394389252302,0.6939257341783578,0.221752707,0.08644979873964949,0.6895722490529634,0.264690882,0.0921091137319066,0.6342516490476307,0.271134279,0.10359891893144302,0.6041316380031607,,,,,,
Misty May-Treanor,7,10,Athlete,United States,0.204747905,0.0690891109165651,0.669037039289863,0.259037274,0.07383000710473031,0.635329100600674,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Greene,7,5,Athlete,United States,0.151051383,0.049113818561593595,0.6647274323358688,0.136855328,0.05381826450303799,0.6426148327437506,0.341698543,0.05808499816407589,0.5785394406609063,0.140374089,0.05808499816407589,0.5785394406609063,0.338451538,0.0617534529332026,0.570663082028492,0.18644,0.06530924202310909,0.5369110773402005,0.517001803,0.07133736884224079,0.5256607640780722,0.264690882,0.07990080655375209,0.5070330447029451,,,,,,,,,
Warren Sapp,7,2,Athlete,United States,0.338614339,0.0889920276885321,0.8377463347167042,1.0,0.09669947975922849,0.8150342952194455,0.507532688,0.10647829161741862,0.7594065010517529,0.210819438,0.10647829161741862,0.7594065010517529,0.261523462,0.11008064549024431,0.7342453336063933,0.339573333,0.1172640044990274,0.7081465721953046,0.190454524,0.12588160580095858,0.6873097481885398,0.501955784,0.13811693623423393,0.6651289694777026,0.519895498,0.14586864726754692,0.6055739530036136,0.514700882,0.1542275623486944,0.5437659198123813,,,
Jeffrey Ross,7,13,Comedian,United States,0.106182491,0.0343264467869847,0.5523341993583073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toni Braxton,7,8,Singer/Rapper,United States,0.503963254,0.047796248407547905,0.6206779229913175,0.336343258,0.0523008071990763,0.5956661684866877,0.263804095,0.05702825937776279,0.5365810656685577,0.210819438,0.05702825937776279,0.5365810656685577,0.221518462,0.06056359634709088,0.528285539697256,,,,,,,,,,,,,,,,,,
Lance Bass,7,3,Singer/Rapper,United States,0.338614339,0.0955293394019026,0.9007890945145085,0.151891202,0.10266767152888939,0.866709304199271,0.263804095,0.111831291647409,0.8048008290218234,1.0,0.111831291647409,0.8048008290218234,0.162614505,0.11579357879506032,0.7763849316877302,0.88301,0.12425829714043161,0.7578105654354342,0.517001803,0.1327700343717641,0.7304294960758476,0.345088039,0.1429835631764832,0.6897198021216903,0.78357209,0.1568430732440412,0.6544950705839239,0.514700882,0.16427987212774192,0.5771754816119706,,,
Kim Kardashian,7,11,TV Personality,United States,0.135633433,0.035464690465581906,0.55566176598372,0.129684535,0.0403542883112185,0.5545224047750077,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocco DiSpirito,7,9,TV Personality,United States,0.102240909,0.0380655881373507,0.648876160234658,0.12077948,0.0405604315737976,0.6064649378814763,0.139424736,0.0465677169266172,0.5783884325739902,0.133525605,0.0465677169266172,0.5783884325739902,,,,,,,,,,,,,,,,,,,,,
Brooke Burke,7,1,TV Personality,United States,0.943330684,0.1600363059800376,0.6702157176431702,1.0,0.17025664795543258,0.6482150703633396,0.918450184,0.18579466979757997,0.6146025737563211,1.0,0.18579466979757997,0.6146025737563211,0.898687949,0.192208613603441,0.599504575038456,0.50312,0.2037206193640616,0.5827864644672797,0.870729966,0.21076998727660617,0.5539005553205741,0.815668275,0.22448750276694812,0.5261472238140047,0.519895498,0.23134791397586568,0.478451757747491,0.686267843,0.24430428960640427,0.43978726834182263,,,
Gilles Marini,8,2,Actor/Actress,France,0.944875432,0.0911626527902402,0.9074838196040326,0.947995254,0.0911626527902402,0.9074838196040326,1.0,0.0934045088624218,0.8734337340089694,0.942109669,0.0974047934071518,0.8555826103154753,0.915840794,0.10714557354534981,0.8124498401457538,0.338699677,0.11369909484876412,0.7843880917730105,0.338817839,0.117321826826721,0.7411238615575851,0.501597564,0.12239420381412501,0.7005678993766707,0.501867659,0.13234959687682563,0.6721246461987449,0.773957603,0.1474999020931587,0.6434399796782854,0.505709286,0.1622780791260974,0.5870457770338045
Denise Richards,8,12,Actor/Actress,United States,0.155763568,0.0380135244542533,0.5970194134826463,0.212055472,0.0380135244542533,0.5970194134826463,0.127129354,0.039538861074934796,0.5782917934836183,,,,,,,,,,,,,,,,,,,,,,,,
David Alan Grier,8,9,Actor/Actress,United States,0.177618937,0.047831703428179294,0.6403699804094329,0.10700259,0.047831703428179294,0.6403699804094329,0.207860016,0.050292220282192594,0.6325739926520998,0.184554669,0.05189773391373859,0.608810192594672,0.181724365,0.05667320062656789,0.5707966937674454,,,,,,,,,,,,,,,,,,
Lawrence Taylor,8,7,Athlete,United States,0.105839914,0.0383847661780916,0.5912950272895187,0.179849214,0.0383847661780916,0.5912950272895187,0.142692785,0.040458491170831806,0.5817076703222136,0.14925436,0.0422225295612277,0.5665117687597604,0.144015119,0.046272538557790094,0.5331638235203292,0.184567814,0.048750030980155304,0.5082791858557126,0.170303956,0.05244451592718771,0.49426461117675347,,,,,,,,,,,,
Ty Murray,8,4,Athlete,United States,0.104555336,0.0579648730253641,0.7725748914287608,0.179849214,0.0579648730253641,0.7725748914287608,0.176489186,0.0599948912918759,0.7494581081360561,0.261348636,0.0628252474168063,0.7332399186706361,0.159836803,0.06871063670306209,0.6857470088907167,0.176625591,0.0715272516025001,0.648509086245491,0.182214432,0.0762448693831593,0.6319849508670976,0.340801966,0.0799473224476489,0.595706999702475,0.227699356,0.0867403662241708,0.5666521252151178,0.280806918,0.0991109912798884,0.551948116390999,,,
Shawn Johnson,8,1,Athlete,United States,0.502052613,0.1566853911266333,0.6436950357317966,0.339612642,0.1566853911266333,0.6436950357317966,1.0,0.1623176832053704,0.6344155199272588,0.261348636,0.164121988683474,0.6094345071079549,0.507137857,0.17424850207739762,0.5759530593552358,0.338699677,0.18235784082760403,0.5585188422015864,0.502742253,0.1881662899823137,0.5351257887992177,0.340801966,0.1992189299503701,0.5213167084442427,0.501867659,0.21032236537045051,0.49830036223865554,0.50912742,0.2199213014241918,0.4593591209553225,0.676180476,0.2418856254334386,0.43281474629991146
Steve Wozniak,8,10,Entrepreneur,United States,0.100302058,0.03787318371910659,0.5951635288744273,0.10700259,0.03787318371910659,0.5951635288744273,0.127249088,0.038985075192085106,0.5733830286056367,0.132190496,0.040959344995244604,0.5684605956236763,,,,,,,,,,,,,,,,,,,,,
Belinda Carlisle,8,13,Singer/Rapper,United States,0.124798532,0.0358955097282621,0.5276778630056435,0.126599182,0.0358955097282621,0.5276778630056435,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Wicks,8,6,Singer/Rapper,United States,0.209037498,0.048770725546802,0.7191866652246033,0.179849214,0.048770725546802,0.7191866652246033,0.176489186,0.05071778658611931,0.6994185806545418,0.184554669,0.0524166039600151,0.6736806450740339,0.213317333,0.058464711731195995,0.6427371642294443,0.216115032,0.06215729994840451,0.616738383745287,0.338817839,0.065094139909018,0.5843067990505418,0.207037282,0.07061249911742581,0.5649238034916411,,,,,,,,,
Lil' Kim,8,5,Singer/Rapper,United States,0.257191646,0.0536670252483668,0.7524527745108254,0.25753217,0.0536670252483668,0.7524527745108254,0.255898012,0.0564878218357051,0.7391931502436331,0.340210386,0.058286666977054806,0.7105326054770124,0.507137857,0.0651461128019837,0.6738350082800503,0.900508884,0.06905387953465929,0.6432354860983525,0.207678308,0.07274174961223,0.6101609899730338,0.846133846,0.077468626124558,0.5816397469625134,0.262162285,0.0865140190084094,0.566397301211304,,,,,,
Steve-O,8,8,TV Personality,England,0.124798532,0.041205417484670395,0.6208259326249156,0.10098135,0.041205417484670395,0.6208259326249156,0.119142147,0.042842697665700306,0.606544468013287,0.133022851,0.0446453987299098,0.593246836769587,0.136470159,0.050371399876934404,0.5805904036501288,0.163947245,0.05402136320562631,0.5649179799130885,,,,,,,,,,,,,,,
Holly Madison,8,11,TV Personality,United States,0.155763568,0.0389526185597542,0.5562070179859101,0.126599182,0.0389526185597542,0.5562070179859101,0.13732783,0.0402975997033042,0.5389457045708393,0.143680937,0.0428705498804248,0.5378084602771089,,,,,,,,,,,,,,,,,,,,,
Melissa Rycroft,8,3,TV Personality,United States,0.502052613,0.0677920982719707,0.9063622160182758,0.501881792,0.0677920982719707,0.9063622160182758,1.0,0.07080541560551759,0.8829352715340775,0.502061116,0.0750619479313078,0.8724558927861878,0.257132857,0.0794156838282284,0.7852106782731524,0.502683172,0.0849560450829504,0.7606656399574447,0.873602088,0.09026267531911579,0.7318090154507632,0.185877436,0.09456604108064501,0.6866086645745878,0.813469146,0.1028963196014408,0.6594580191430403,0.342455753,0.11472922178868569,0.622312278452807,0.340942381,0.12733895637637613,0.5664206977195253
Ashley Hamiliton,9,16,Actor/Actress,United States,0.083364834,0.026047863406999203,0.5291621448120265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debi Mazar,9,12,Actor/Actress,United States,0.116463257,0.032437192338966206,0.5891293598742113,0.263592942,0.03434315732486241,0.5678238660706292,0.11624407,0.0355440071505922,0.5569129051411246,,,,,,,,,,,,,,,,,,,,,,,,
Melissa Joan Hart,9,9,Actor/Actress,United States,0.124487491,0.037583821114800894,0.6912308752757683,0.122427868,0.040173164865003795,0.6705774345121048,0.137089903,0.041551681032780306,0.6586046441347997,1.0,0.0448220190671355,0.6255233009794958,0.1522851,0.047538278270283105,0.6083112026018896,0.147080509,0.049152589743862,0.5788717212616967,,,,,,,,,,,,,,,
Mark Dacascos,9,6,Actor/Actress,United States,0.171976844,0.037058381900741996,0.6756750560131785,0.263592942,0.0386417643503244,0.6360402310870934,0.125294109,0.0403514250910047,0.62980144346362,0.15523098,0.0443296783893836,0.611470726468104,0.338832975,0.0461533496904733,0.5885343772952124,0.255751558,0.048380000901785195,0.5661795512998086,0.163181449,0.05481543995740662,0.5258041631902264,,,,,,,,,,,,
Chuck Liddell,9,11,Athlete,United States,0.116463257,0.0348983210795595,0.5988778414241107,0.122427868,0.036657214419681,0.5737461768905485,0.11624407,0.03827626948655371,0.5695194598939398,0.137247466,0.0415119297842641,0.5475381329923097,,,,,,,,,,,,,,,,,,,,,
Natalie Coughlin,9,10,Athlete,United States,0.151622547,0.0354909033695801,0.6475332982057482,0.263592942,0.0373019294066418,0.6156326585847155,0.501932984,0.038638590007734695,0.6042605784540667,0.260318079,0.04220058613259001,0.572660285490832,0.136856415,0.044658495972111696,0.5588342102851747,,,,,,,,,,,,,,,,,,
Louie Vito,9,8,Athlete,United States,0.151622547,0.0406285576288369,0.6645652692874451,0.122427868,0.043072875402257994,0.6397957259620078,0.17827624,0.044931563846953,0.6349433478512289,0.127232727,0.048311262984765097,0.6027376728802666,0.136856415,0.0509940050125672,0.5937017743713704,0.168092011,0.05218368300125499,0.5614608158131376,,,,,,,,,,,,,,,
Michael Irvin,9,7,Athlete,United States,0.089319466,0.0392877297841182,0.6558791128404808,0.153531419,0.042268538799485195,0.6467686353095964,0.099537973,0.0434310286505521,0.6316367239505049,0.127232727,0.046598305317165405,0.6053419488906794,0.11319514,0.0480282462720037,0.5819469431635521,0.137567314,0.0512212918279996,0.5736291739902385,0.178992346,0.0580129842286459,0.5449439187264358,,,,,,,,,,,,
Joanna Krupa,9,4,Model,Poland,0.958661919,0.0823636550340536,0.8088655309327495,0.153531419,0.0874458423937857,0.7865920571804698,0.342367261,0.09031098669260709,0.7779305809963473,0.338836309,0.0988185098994837,0.7621049139883181,0.260315579,0.10307263534323341,0.742423902636631,0.916180565,0.1082719174352876,0.7274114198073339,0.870956585,0.1234617758644504,0.6986412474949193,0.513353779,0.13722613060519256,0.6320631843061693,0.509369563,0.15272796438605196,0.6046401285036773,,,,,,
Kathy Ireland,9,14,Model,United States,0.101559391,0.026132850010265295,0.5445416711384329,0.087888242,0.02793168341157759,0.5289720860341307,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom DeLay,9,13,Politician,United States,0.101559391,0.029663847393963494,0.5675419370952286,0.087888242,0.0310524815226845,0.5413020984596582,0.103966835,0.0319025260520314,0.5279356552602356,,,,,,,,,,,,,,,,,,,,,,,,
Macy Gray,9,15,Singer/Rapper,United States,0.083364834,0.026377114034156497,0.5428313487221749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Carter,9,5,Singer/Rapper,United States,0.50244831,0.045888507750000695,0.6872382436358868,1.0,0.049032089356598904,0.6655976625225825,0.262581899,0.050274823105705906,0.646938563300948,0.150281167,0.0535890568510284,0.6109027756188802,0.260315579,0.0577428600110928,0.6141668641583579,0.33716668,0.05989381062927619,0.5892780248834895,0.502844003,0.068414026675563,0.5565497583634229,0.261435382,0.08195919752776888,0.5304503814154095,,,,,,,,,
Mya,9,2,Singer/Rapper,United States,0.336594414,0.083690462574303,1.0382151931230672,1.0,0.0883870343310666,1.0041274924513528,0.950759624,0.09038863228558922,0.9781451237138334,1.0,0.0978856990230304,0.9396996929068617,0.504127231,0.1024501781135354,0.9147380030569214,0.50575002,0.1061747814063273,0.8803599993492291,0.209102809,0.1175295903360235,0.8207869892973935,0.82517284,0.13164619953436218,0.7495909685336402,0.771859997,0.1392011033846884,0.6732826140355752,0.504032299,0.1510860450732932,0.5532715046474693,,,
Donny Osmond,9,1,Singer/Rapper,United States,0.203918902,0.14822900699789382,0.7341786955770648,0.337861814,0.1542560631945535,0.7113599909991097,0.262581899,0.1582392432934704,0.702103548050114,0.260318079,0.1635810283965123,0.661974036646292,0.919802711,0.1691659638021888,0.6468039466504862,0.207670488,0.17505706985930228,0.6296589912206076,0.337122004,0.18585549956726688,0.5813161993559119,0.261435382,0.20176488856979946,0.5307162513603376,0.26873483,0.21899081316150992,0.5066394054764022,0.684601024,0.23125292031681538,0.42748566115186437,,,
Kelly Osbourne,9,3,TV Personality,England,0.25244581,0.0658513923119497,0.9670973142836257,0.122427868,0.0681783917763285,0.91217195767453,0.17827624,0.07005200143731069,0.8949578720986663,0.176980579,0.0763716539831265,0.8691065763722774,0.260315579,0.0782323015242517,0.8284190954190103,0.192281563,0.0812714622552975,0.7979711070032263,0.337122004,0.09331469166756551,0.7747447863601615,0.344773715,0.10191650227493389,0.6790910569302679,0.345824314,0.1096376687756182,0.6192029819234878,0.36113745,0.1287417567806547,0.5468413272814352,,,
Aiden Turner,10,9,Actor/Actress,England,0.1215021,0.0417598655426211,0.576260606473443,0.139177045,0.0417598655426211,0.576260606473443,0.153398804,0.044221543205790796,0.556188730686403,0.150234542,0.04721686333625209,0.5470650036266724,,,,,,,,,,,,,,,,,,,,,
Shannen Doherty,10,11,Actor/Actress,United States,0.18259563,0.0532167338237966,0.5915632578339867,0.18027803,0.0532167338237966,0.5915632578339867,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niecy Nash,10,5,Actor/Actress,United States,0.18259563,0.052178068201116,0.6643831917628296,0.211798182,0.052178068201116,0.6643831917628296,0.261073744,0.055442499563874696,0.6431562327680442,0.163620366,0.05771150720279519,0.6177520278758674,0.197470183,0.0621084342722875,0.6105884982338929,0.188970769,0.06611606422635911,0.5914237648377623,0.175760397,0.07099404933856619,0.5730439915796859,0.230023526,0.0780482147987086,0.5410056364743856,,,,,,,,,
Buzz Aldrin,10,10,Astronaut,United States,0.114797081,0.04369139612868529,0.6029007457751152,0.127228182,0.04369139612868529,0.6029007457751152,0.135933591,0.046041377248159196,0.5855303620337524,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ochocinco,10,4,Athlete,United States,0.18259563,0.05937383850675121,0.7358037126740142,0.135825253,0.05937383850675121,0.7358037126740142,0.153398804,0.0645832285978441,0.7362699695301105,0.261440526,0.0654850973047197,0.6903422717284539,0.197470183,0.06793634996747319,0.6551373611582637,0.346082706,0.0729316111665434,0.6406425049724324,0.337613912,0.0777848721237962,0.613681825499438,0.279634269,0.0876064088692301,0.5935739003321328,0.269899004,0.0967241085260494,0.5622699571027233,,,,,,
Evan Lysacek,10,2,Athlete,United States,0.504779689,0.0763423245341994,0.8773790603372862,0.509085909,0.0763423245341994,0.8773790603372862,0.928055818,0.08076145185721159,0.8483649639787557,0.917899503,0.0856434490912886,0.8290236137533885,0.505775347,0.08876849074390208,0.7854204327147278,0.22198926,0.09654096459348,0.7710053455341103,1.0,0.1012358366136942,0.7334529487484991,0.511852708,0.1120772813925218,0.701918741875727,1.0,0.11999393734757502,0.6446534098796631,0.341388298,0.1302173259387026,0.5781258247566361,,,
Pamela Anderson,10,6,Model,Canada,0.342892711,0.057221917414665695,0.6415074558033823,0.260212273,0.057221917414665695,0.6415074558033823,0.261073744,0.060913712999873804,0.6239543379273172,0.340511114,0.0625774514925019,0.5932252577206067,0.219633179,0.0677931777291694,0.5876739961181211,0.263143417,0.0715129821604731,0.5632608522217771,0.25561451,0.0775714047437937,0.5508637154277168,,,,,,,,,,,,
Nicole Scherzinger,10,1,Singer/Rapper,United States,0.937764498,0.1732784860329797,0.651224264867838,0.945409091,0.1732784860329797,0.651224264867838,0.507384163,0.182608286557191,0.640170001241726,0.502690418,0.18782106464763149,0.6204093271335824,0.917597558,0.19284387997377442,0.5958285103816264,0.886504617,0.20326954570947212,0.5815814806779225,1.0,0.21006716251720492,0.554466992384303,0.833187581,0.2220080102664827,0.523137291233801,1.0,0.23378296660010162,0.48805449911158744,0.681442637,0.24413011042942123,0.4396737095044082,,,
Erin Andrews,10,3,Sports Broadcaster,United States,0.342892711,0.09735948048042531,0.8039016832200113,0.342414242,0.09735948048042531,0.8039016832200113,0.507384163,0.1019052197093172,0.7767312654029039,0.219926092,0.1070659002416121,0.7611222998189591,0.268771127,0.1113023172199017,0.7349315805394508,0.504779466,0.117371085998253,0.7114916589265639,0.25561451,0.12262846547707529,0.6754546175121574,0.511852708,0.129308573696704,0.6244908588306056,0.342176224,0.14311374529013468,0.6002023846371553,0.510748488,0.1505658235259225,0.5315721236714849,,,
Kate Gosselin,10,8,TV Personality,United States,0.130227645,0.0438794590251724,0.5818924829852998,0.126324636,0.0438794590251724,0.5818924829852998,0.141195107,0.0457886156883701,0.557632032085836,0.135928853,0.0489708783479917,0.5536896316311294,0.163267298,0.051805330583173395,0.5386421805026411,,,,,,,,,,,,,,,,,,
